INP,CLS,TBT,LCP, PeakHeap
18.123,0,278,140680,223611802
20.14,0,281,140680,196211667
20.475,0,281.5,140680,202654898
20.49,0,277.5,140680,213228986
19.388,0,279,140680,197204747
19.993,0,275.5,140680,213189975
19.683,0,267.5,140680,205192142
18.688,0,267.5,140680,213318840
19.686,0,280,140680,214980761
19.797,0,277.5,140680,210713159
19.335,0,273.5,140680,213099129
20.501,0,273,140680,191377171
19.574,0,267.5,140680,196808121
19.417,0,276.5,140680,200306643
19.076,0,279,140680,208314545
19.209,0,288,140680,201427596
19.035,0,270.5,140680,213027203
19.371,0,273.5,140680,211793217
19.402,0,284,140680,196853783
19.442,0,277.5,140680,207705423
19.514,0,278,140680,208494560
18.721,0,271.5,140680,207423067
18.223,0,266,140680,191366544
19.575,0,263.5,140680,210049298
21.441,0,283,140680,202727928
20.291,0,286,140680,222787080
18.269,0,274.5,140680,200803773
19.525,0,276.5,140680,195075282
18.474,0,284,140680,200262170
19.469,0,274,140680,211267759
19.19,0,271.5,140680,215028688
20.017,0,275,140680,208175344
21.516,0,277,140680,199209911
19.468,0,275.5,140680,210047807
20.384,0,278,140680,191319582
19.143,0,274.5,140680,224775920
20.01,0,271.5,140680,214413703
18.88,0,270,140680,202446002
18.183,0,287,140680,199796029
20.655,0,273,140680,197991636
20.292,0,268.5,140680,203720156
19.173,0,278.5,140680,200409139
19.006,0,273,140680,191314802
20.67,0,277.5,140680,205290085
19.081,0,282,140680,208647568
19.001,0,284,140680,202452451
20.618,0,282,140680,191337882
19.087,0,284.5,140680,204992603
20.532,0,290.5,140680,205391163
20.014,0,272.5,140680,195936578
21.088,0,294.5,140680,203276366
20.65,0,277.5,140680,206378400
19.457,0,273,140680,204179838
19.185,0,275,140680,229209984
18.11,0,271,140680,209575891
19.487,0,275,140680,225816467
18.333,0,283,140680,218434052
19.468,0,278,140680,206922439
19.789,0,275,140680,203231738
20.762,0,276,140680,209582315
19.84,0,272,140680,207557441
20.222,0,282.5,140680,198776198
19.531,0,267.5,140680,201941171
18.398,0,288.5,140526.5,192307077
20.313,0,296,140680,197203467
18.664,0,271.5,140680,204938279
19.06,0,269,140680,192303161
20.754,0,276,140680,210571687
20.588,0,273,140680,204696649
18.556,0,288.5,140566.5,226682636
18.235,0,267.5,140680,194564870
19.732,0,266,140680,200937712
19.626,0,278.5,140680,204542360
20.137,0,281.5,140680,201720437
19.717,0,290,140680,195289402
19.034,0,276.5,140680,200258023
18.817,0,293,140680,193771697
19.038,0,267,140680,206502700
19.911,0,277.5,140680,205302904
20.199,0,283.5,140680,213890544
18.642,0,286.5,140680,209619845
17.738,0,289.5,140680,197943183
20.351,0,271.5,140680,208061011
20.48,0,282.5,140680,195923745
19.14,0,279.5,140680,191320178
20.623,0,283,140680,192223020
18.84,0,274.5,140680,201375534
20.171,0,268,140680,206275647
20.491,0,283.5,140680,199039523
19.567,0,284,140680,202768521
20.568,0,284,140680,216456088
20.712,0,274,140680,193093664
19.708,0,270,140680,197230124
19.621,0,280,140680,203635561
19.079,0,282.5,140680,200100056
20.73,0,275,140680,195613661
18.185,0,266.5,140680,204018755
19.892,0,283.5,140680,197355871
20.527,0,287.5,140680,195050007
